30,48382,0.91141045
106,8540,1.1923031
106,8540,1.1923031
106,20816,1.192781
106,28905,1.2426755
106,28905,1.2426755
106,28905,1.2426755
106,60168,1.081187
106,64560,1.2785115
106,51786,0.6343693
229,28905,1.7605994
229,24137,1.4860826
330,28905,0.9914421
330,59884,0.7260567
760,29023,1.3185766
760,9892,1.7383285
1127,28905,0.9130872
1280,11587,1.3280697
1280,28905,1.3539531
1280,30926,0.7460575
1309,69189,0.5960376
1555,45285,1.1384978
1555,5061,1.0136496
1584,45285,1.5219649
1584,27718,1.5623653
1746,28905,0.8373457
1746,45285,0.89907736
1763,28905,1.4868412
1763,28905,1.4868412
1763,45285,1.4420998
1763,48603,1.6435204
1763,28905,1.4868412
1893,28905,1.7605994
1893,11754,1.7297386
1948,28905,1.2750388
2032,29583,0.62851155
2146,28567,1.69488
2438,28905,1.6705549
2867,9780,1.3613908
2867,65912,0.9181427
2867,45285,1.0647771
2867,52584,1.4316373
2867,52584,1.4316373
2867,68924,1.0945526
2880,27718,1.4513223
2880,27718,1.4513223
2880,28905,1.4543426
2880,62565,0.7140815
2880,28905,1.4543426
2880,45285,1.3609383
2880,63492,1.2272676
2976,28905,1.7250433
2976,28905,1.7250433
3022,29828,1.6743836
3388,28905,1.1611376
3388,10100,1.09353
3388,66409,1.1038554
3388,66409,1.1038554
3427,28905,1.7442324
3464,28905,1.1831347
3464,68710,1.0410663
3465,3005,0.41173628
3524,9571,0.92329466
3524,45285,1.0737104
3524,22690,0.94974834
3524,28905,1.1050195
3524,20816,1.0213937
3524,28905,1.1050195
3524,60642,1.2032794
3524,49214,1.313453
3524,52915,0.77901715
3524,51720,1.2723596
3524,60642,1.2032794
3623,28905,1.7250433
3623,43602,2.0091612
3623,66652,1.8792562
3633,10722,0.769796
3633,14294,1.4125321
3633,19278,1.277039
3633,19802,1.4828353
3633,62084,1.28887
3633,20190,0.7638286
3633,26930,0.68989766
3633,28905,1.4087598
3633,28905,1.4087598
3633,28905,1.4087598
3633,28905,1.4087598
3633,28905,1.4087598
3633,28905,1.4087598
3633,60926,1.4305482
3648,28905,1.1694838
3735,28541,1.0926217
3784,20816,1.1344554
3784,33004,0.98984474
3784,29828,1.2528511
3784,29834,1.2069383
3784,29834,1.2069383
3944,21233,0.37014768
3990,60642,1.3710756
3990,39520,1.3391104
4354,28905,0.6501849
4620,47139,0.33311594
4620,1355,0.8437399
4620,60642,1.2784234
4865,16101,0.74223495
5061,14294,1.1813712
5061,63492,0.9819472
5061,28905,1.1006577
5061,28905,1.1006577
5061,61427,0.22726655
5061,29834,1.1768527
5061,60642,1.1723298
5081,24861,1.3946042
5081,28905,1.2785858
5340,69203,1.6401217
5502,2032,1.2385662
5502,3784,1.3494647
5502,27955,0.7637204
5502,28905,1.3752637
5502,28905,1.3752637
5502,45826,1.3607196
5592,7469,1.4208436
5592,66652,1.723636
5592,28905,1.6146374
5929,28567,0.75778687
5980,23510,1.2355399
6184,28905,1.5002716
6184,28905,1.5002716
6262,36463,1.6835892
6262,64560,1.7071729
6366,1280,0.98871416
6486,8540,1.2112972
6486,28905,1.2137852
6486,33808,1.2680175
6486,33808,1.2680175
6685,28905,1.6619797
6746,67443,1.7938254
6746,56887,1.7325697
6875,28905,1.261106
6875,7230,1.0540982
6875,66652,1.3968042
7088,11587,0.9854982
7088,28905,1.1614778
7133,26464,1.8870102
7133,28905,1.7605994
7465,45285,1.3707749
7466,28905,1.4132572
7466,23185,1.4712241
7532,45285,1.1852539
7532,59188,1.1193628
7630,7466,1.593297
7685,30706,1.6183693
7812,28905,1.7442324
8321,28905,1.2569783
8540,28905,1.1509161
8540,29952,0.35905656
8540,9346,1.214729
8540,61213,1.1002982
9346,2829,0.78513455
9346,20094,0.78513455
9346,25442,0.78513455
9346,28905,1.4490697
9346,28905,1.4490697
9346,28905,1.4490697
9346,53574,0.8285158
9346,45285,1.3240099
9346,51207,0.78513455
9571,3524,1.1630505
9571,23185,1.3537576
9571,68924,1.2181504
9571,60642,1.330054
9571,68927,0.89259756
9683,28905,1.0989928
9683,23185,1.1722529
9683,60168,0.8079081
9683,64055,0.19992699
9683,64950,1.2652051
9892,27495,0.47351626
9892,21066,0.8212457
9892,28905,1.3587601
9892,28905,1.3587601
9892,42150,1.1645137
9892,36228,0.8006893
9892,28905,1.3587601
9892,32403,0.8006893
9892,30931,1.4298784
9892,45285,1.2511151
9892,60238,1.0572028
9892,38113,0.95413375
9892,39865,0.8006893
9892,41292,1.3913565
9892,11587,1.2818602
9892,9892,1.4014645
9892,48775,1.4485233
9892,52584,1.608792
9892,19195,0.8006893
9892,45285,1.2511151
9892,58816,1.1525569
9892,59296,1.3562881
9892,50107,0.8006893
9892,61598,1.1170717
9892,61598,1.1170717
9892,64560,1.3586766
10100,3990,1.3996298
10100,28338,1.2872659
10100,39520,1.2145936
10108,60642,1.656603
10151,28905,1.0276251
10151,28905,1.0276251
10151,48382,1.1842594
10151,48382,1.1842594
10270,14294,1.4715071
10456,28905,1.402195
10456,28905,1.402195
10456,28905,1.402195
10649,28505,0.9237822
10649,28905,1.4027467
10649,42589,1.0705248
10704,64560,1.130034
10704,28905,1.1103413
10704,28905,1.1103413
10704,66282,0.24575259
10982,34885,0.64372027
11046,60442,0.62468046
11046,61419,0.591465
11112,21685,0.4436118
11513,3337,0.47038475
11587,27718,1.2959312
11587,28905,1.2124776
11587,30522,1.2470114
11587,28905,1.2124776
11587,45285,1.1308818
11587,45285,1.1308818
11587,52584,1.4268453
11660,28905,0.87172836
11662,66270,0.84000385
11662,66270,0.84000385
11754,26529,1.237997
11754,19281,1.961217
11754,41944,1.2641342
11754,55938,1.7227299
11754,49214,1.7577629
11793,28905,1.449298
11861,45285,1.3394821
11861,17455,1.4605823
11861,28905,1.3986142
11861,55504,1.5352516
11861,12313,1.3955454
11861,2954,0.74695855
12313,12323,0.53333586
12313,45285,0.8512448
12323,52821,0.90663826
12323,52821,0.90663826
12565,62334,0.7214074
12713,3524,0.9116329
12713,5061,0.9300338
12713,12713,0.91423506
12713,23185,1.1376549
12713,28905,1.084626
12713,28905,1.084626
12713,30055,0.9494944
12713,56226,1.010432
12713,29828,1.1683096
12713,28905,1.084626
12713,60642,1.1370281
12748,49081,1.6816394
12748,33808,1.8237324
12748,39520,1.5905799
12748,45285,1.5973976
12748,28905,1.545408
12752,21657,-0.058686763
12885,49214,0.5543911
12929,29821,0.9484095
12985,28905,1.3659506
12985,46674,0.8440391
13254,12752,1.0607384
13254,45826,1.2079382
13254,47225,0.767827
13436,28905,0.57477015
13436,28905,0.57477015
13465,8540,1.6282083
13465,8540,1.6282083
13465,45285,1.5864259
13687,28905,1.2342963
13804,29435,0.36467376
13804,46412,0.24822521
13984,55049,0.55057925
13984,45285,1.4507957
13984,28905,1.5032709
13984,60926,1.5525314
14294,29828,1.3839619
14294,28905,1.3171501
14294,28905,1.3171501
14294,28905,1.3171501
14294,28905,1.3171501
14294,41346,1.4399601
14294,56226,1.2029549
14523,42806,0.91824055
14676,28905,1.1417603
14676,45525,0.597819
14676,45285,0.86910915
14704,11660,-0.16874671
14859,11861,1.8287351
14946,24137,1.5903122
14946,37480,0.8284943
14993,28905,1.6705549
15126,68710,0.7608071
15126,68710,0.7608071
15800,28905,0.8969058
16526,28905,0.6999932
16660,15596,0.6264394
16660,4620,1.1111267
16833,26464,1.8131173
16987,28905,1.6705549
17010,28601,0.3158796
17010,45285,1.230675
17212,28905,1.2693163
17212,28905,1.2693163
17349,22737,1.8092685
17349,22737,1.8092685
17371,61807,1.2503302
17371,69474,1.3363504
17455,3824,1.0049505
17455,1584,1.3495021
17455,20686,1.3303123
17455,49194,1.0689125
17455,52821,1.4117765
17455,61741,1.4340403
17455,61741,1.4340403
17651,28905,0.6321088
17884,9048,1.8284705
17992,30108,0.55046946
18241,45285,1.5949101
18337,55656,1.6888261
18397,51720,1.4287275
18397,20686,1.149933
18397,28905,1.286602
18397,9683,1.2016615
18656,67443,1.7184279
18688,28905,1.6705549
18802,67469,0.22523078
18802,1296,0.22523078
18933,28905,1.4479673
18933,28905,1.4479673
18933,28905,1.4479673
18933,45915,1.3453025
18933,45285,1.3529174
18933,61907,1.4734955
18938,3944,0.52558595
18938,6486,1.3920736
18938,19281,1.5295398
18938,28905,1.2890489
18938,28905,1.2890489
18938,62568,1.1753209
18938,30931,1.3709006
18938,35093,1.2178997
18938,36958,1.1295842
18938,22840,0.9048383
18938,57185,1.1488944
18972,20914,0.33565918
18972,28905,1.2571751
18972,62299,1.219303
19121,28905,0.9883487
19259,28905,1.7605994
19278,3633,0.75172764
19281,64051,0.8238965
19281,26210,0.85673124
19281,45285,1.541939
19362,60642,1.223377
19362,54841,1.0130148
19434,28905,1.7605994
19434,64950,1.8740512
19681,64950,1.7704432
19804,5061,1.1492972
19804,28905,1.301251
19804,41302,0.83261675
19804,49411,1.2169092
19975,24252,1.2300516
20137,53096,0.7247191
20190,3633,0.98197216
20258,6685,1.7199683
20433,14669,0.9194819
20686,18332,0.41819075
20686,49411,1.0832713
20686,28905,1.1310354
20686,28905,1.1310354
20686,25205,1.1236362
20686,33634,1.1450789
20686,36463,1.0665967
20686,28905,1.1310354
20686,45285,1.0740837
20816,106,1.1779013
20816,28905,1.1799889
20816,11112,0.32999206
20816,61356,1.0005548
20816,45285,1.1340576
20816,39520,1.2249591
20816,28905,1.1799889
20816,38734,0.32938838
20816,28905,1.1799889
20816,24264,0.28714597
20816,28905,1.1799889
20816,3648,1.126101
20816,33004,0.98686826
20816,42148,0.5147947
20816,43686,0.40448135
20816,11750,0.34223902
20816,45826,1.1603255
20816,45826,1.1603255
20816,28905,1.1799889
20816,56993,0.34223902
20816,49214,1.390701
20816,65881,0.99623466
20816,69788,1.2142677
20842,64595,1.0017047
21066,28905,0.90940124
21145,45285,1.4887811
21233,45285,1.0804522
21329,23185,1.168638
21329,25365,1.4209652
21329,55504,1.3488595
21401,28905,0.98842096
21483,64044,0.3060935
21713,28905,1.4472611
21713,55938,1.5323715
21903,28905,0.85726076
21964,64560,1.6013744
22181,48607,1.607301
22269,69203,0.93745285
22417,45505,0.3765455
22503,28905,1.6146374
22503,9048,1.7010372
22575,45342,1.2583284
22575,2032,1.134541
22575,3784,1.2817602
22575,3784,1.2817602
22575,8321,1.2453499
22575,45915,1.2525458
22575,28905,1.314629
22575,59950,0.78308606
22647,13465,1.4631193
22647,28905,1.4868412
22647,28905,1.4868412
22647,66869,1.1929274
22647,44583,1.6487972
22712,39520,1.461113
22712,45285,1.4101985
22737,19362,0.7348765
22737,28905,1.2384604
22737,11334,1.3503423
22737,28905,1.2384604
22737,60642,1.2888637
22762,28905,1.666671
22925,28905,1.3315735
23157,28905,1.706983
23157,49022,1.6290231
23185,106,1.3562801
23185,3005,0.79347885
23185,3524,1.2688226
23185,5061,1.2660809
23185,7465,1.3869592
23185,52874,0.69512475
23185,9571,1.2752595
23185,12713,1.2534025
23185,12713,1.2534025
23185,12860,0.8390838
23185,16660,1.2607712
23185,11587,1.4025028
23185,21329,0.6084128
23185,31855,1.4426715
23185,49433,1.4134662
23185,66307,0.84985375
23185,1280,1.407886
23185,28905,1.3681974
23185,28905,1.3681974
23185,2880,1.4827342
23185,61907,1.4709553
23185,28905,1.3681974
23185,28905,1.3681974
23185,30931,1.4910975
23185,22079,1.1261433
23185,12985,1.2647014
23185,59799,1.273192
23185,1948,1.5279305
23185,41707,1.1008579
23185,45285,1.339746
23185,49214,1.5677794
23185,22737,1.3962493
23185,49214,1.5677794
23185,52977,1.1999627
23185,55504,1.5394223
23185,58816,1.228188
23185,28905,1.3681974
23185,57714,1.7045581
23185,61907,1.4709553
23185,62299,1.42037
23185,63492,1.271925
23185,63583,0.56978565
23185,65765,1.4512346
23185,52262,0.69512475
23185,28905,1.3681974
23185,66985,0.85408163
23185,69362,0.5891184
23185,69429,1.5021658
23283,28905,1.1233673
23283,28905,1.1233673
23466,52584,1.8762523
23567,24861,0.6334878
24122,6486,1.5562923
24201,51433,1.3112851
24252,2245,0.59381783
24252,106,1.1778914
24252,24264,0.30013037
24252,61259,1.0950403
24264,45285,0.45715463
24426,28905,0.93558854
24586,15239,0.5708685
24586,48775,1.5471947
24586,28905,1.4169842
24586,28905,1.4169842
24586,38535,1.2320961
24586,16642,0.720976
24586,45285,1.3915777
24586,45915,1.4221694
24623,50759,1.3542544
24782,3784,1.0828103
24816,44712,0.2144568
24861,3633,1.6311941
24861,18980,1.7307758
24861,38568,1.1100876
24861,44667,1.6271746
24861,3633,1.6311941
24861,56711,0.9717111
24861,62013,1.1100876
24940,61807,1.7813854
24940,41378,1.2223237
24940,29828,1.9227475
25104,28905,1.7250433
25201,28567,1.7130189
25205,3735,1.3433359
25205,28905,1.3990812
25205,28905,1.3990812
25205,20686,1.2496046
25205,28905,1.3990812
25205,37101,0.57409483
25353,9405,1.8178905
25353,69810,1.7202368
25365,7088,1.4013734
25365,7088,1.4013734
25365,42150,1.4149754
25420,5202,1.088325
25472,45915,1.6796143
25624,11587,1.421329
25624,28905,1.4279284
25624,28905,1.4279284
25624,28905,1.4279284
25624,24252,1.3761289
25624,60642,1.4606198
25624,20433,1.2314408
25624,62299,1.4475553
25690,19,1.041372
25925,42800,1.2632946
25970,5081,1.3482699
25970,9346,1.3536721
25970,45285,1.225436
25970,60747,1.0730036
25970,44712,0.9763113
25970,28905,1.338678
26046,17455,1.5290905
26046,28905,1.7250433
26046,45285,1.6538441
26117,59967,-0.09060544
26275,28905,1.6705549
26403,8540,0.7366605
26464,28905,1.5076356
26464,25970,1.5482581
26464,28905,1.5076356
26464,28905,1.5076356
26464,35393,1.5706127
26464,45285,1.4395006
26464,45285,1.4395006
26464,45285,1.4395006
26464,55938,1.5844207
26464,66652,1.5886703
26569,39771,1.1812611
26569,28905,1.2877257
26569,32773,1.3097311
26585,28905,1.6101288
26585,45285,1.5310695
26585,28905,1.6101288
26834,28905,0.71210635
26834,51508,0.8427837
26876,26585,1.1519091
